algorithm,precision_micro,precision_macro,precision_sd,recall_micro,recall_macro,recall_sd,f_measure_micro,f_measure_macro,f_measure_sd
matchsss,0.5020408163265306,0.65252585377585381,0.2867878175691585,0.5301724137931034,0.37278716653716659,0.36741315262450652,0.5157232704402516,0.31391142441796033,0.27629193176521033
