algorithm,precision_micro,precision_macro,precision_sd,recall_micro,recall_macro,recall_sd,f_measure_micro,f_measure_macro,f_measure_sd
knoma_proc,0.41106719367588934,0.48396707685923374,0.40287575841348205,0.4482758620689655,0.26536110494443832,0.3231835111587732,0.4288659793814433,0.24059451004416024,0.30371266517668666
